42.0966096,-123.9959617,1_1_1_1_1_1_1_1_2_00000000000000000d84_0,48.23932648,1,608.6431274,chetco,2017,biscuit,2002,608.6431274,biscuit_chetco,5,3,37.64557037,85.36702003,2.983681345
42.0985543,-123.9949924,1_1_1_1_1_1_1_1_2_00000000000000000cfd_0,43.71076584,1,756.986145,chetco,2017,biscuit,2002,756.986145,biscuit_chetco,6,2.5,35.33706665,84.09286833,2.040473541
42.0992202,-124.0046993,1_1_1_1_1_1_1_1_2_0000000000000000025f_0,4.108712196,1,79.00209808,chetco,2017,biscuit,2002,79.00209808,biscuit_chetco,2,7.5,-21.62435532,35.13494873,-1.124631405
42.0996113,-123.9929138,1_1_1_1_1_1_1_1_2_000000000000000001f9_0,70.09043884,1,826.0802612,chetco,2017,biscuit,2002,826.0802612,biscuit_chetco,7,2.142857143,32.4574166,65.01842219,2.753914373
42.0999684,-123.9885653,1_1_1_1_1_1_1_1_2_0000000000000000069d_0,6.445484161,1,95.78269196,chetco,2017,biscuit,2002,95.78269196,biscuit_chetco,2,7.5,18.81328201,45.81434155,1.265998125
42.1001186,-124.0019408,1_1_1_1_1_1_1_1_2_0000000000000000004a_0,87.68215942,1,912.583374,chetco,2017,biscuit,2002,912.583374,biscuit_chetco,6,2.5,11.3150111,85.46227888,1.087160895
42.1014857,-123.9950099,1_1_1_1_1_1_2_0000000000000000023c_0,21.38812637,1,358.6331787,chetco,2017,biscuit,2002,358.6331787,biscuit_chetco,2,7.5,-37.63111877,163.8203239,-2.244240761
42.1014991,-123.9877405,1_1_1_1_1_1_1_2_00000000000000000a1d_0,26.71596909,1,413.5838318,chetco,2017,biscuit,2002,413.5838318,biscuit_chetco,3,5,9.590901693,109.7780463,0.6195360819
42.1031125,-123.9996994,1_1_1_1_1_1_1_1_2_00000000000000000874_0,24.93973923,1,442.8310242,chetco,2017,biscuit,2002,442.8310242,biscuit_chetco,3,5,5.778742472,108.1525466,0.325451533
42.1043119,-124.0009278,1_1_1_1_1_1_2_00000000000000000b67_0,15.12486649,1,210.8959351,chetco,2017,biscuit,2002,210.8959351,biscuit_chetco,3,5,12.34552383,56.98281129,0.885386308
42.1048979,-123.9936754,1_1_1_1_1_1_2_000000000000000001d0_0,11.44928265,1,212.2281647,chetco,2017,biscuit,2002,212.2281647,biscuit_chetco,3,5,52.60884349,78.86679872,2.838141123
42.1050394,-123.9916251,1_1_1_1_1_1_1_1_2_00000000000000000c04_0,40.86064529,1,589.710022,chetco,2017,biscuit,2002,589.710022,biscuit_chetco,6,2.5,14.40967433,72.30600913,0.9984377126
42.1058833,-123.9896721,1_1_1_1_1_1_1_2_0000000000000000045f_0,44.59167862,1,424.2060852,chetco,2017,biscuit,2002,424.2060852,biscuit_chetco,5,3,19.05747452,61.60569382,2.003282833
42.1060363,-124.0004344,1_1_1_1_1_1_1_2_00000000000000000bf8_0,54.43040085,1,722.4082031,chetco,2017,biscuit,2002,722.4082031,biscuit_chetco,5,3,24.85132446,97.58617973,1.872441769
42.1069031,-123.9959021,1_1_1_1_1_1_1_1_2_00000000000000000e34_0,19.63162231,1,189.7853699,chetco,2017,biscuit,2002,189.7853699,biscuit_chetco,6,2.5,-0.1907835801,15.75075938,-0.01973463098
42.1070737,-124.0027072,1_1_1_1_1_1_1_1_2_000000000000000007ff_0,43.08238602,1,560.0010986,chetco,2017,biscuit,2002,560.0010986,biscuit_chetco,6,2.5,24.01187229,67.29967372,1.847297728
42.1073975,-123.98308,1_1_1_1_1_1_1_1_2_00000000000000000854_0,17.759552,1,544.4623413,chetco,2017,biscuit,2002,544.4623413,biscuit_chetco,3,5,37.78287252,147.2306019,1.232420921
42.1076396,-124.000351,1_1_1_1_1_1_1_1_2_00000000000000000b00_0,4.242471695,1,162.5061035,chetco,2017,biscuit,2002,162.5061035,biscuit_chetco,2,7.5,17.1200943,76.67212629,0.4469465017
42.1081643,-124.0080538,1_1_1_1_1_1_1_1_2_000000000000000003aa_0,24.26877975,1,576.3603516,chetco,2017,biscuit,2002,576.3603516,biscuit_chetco,5,3,-3.293305779,83.35978785,-0.1386711121
42.1082936,-123.9940937,1_1_1_1_1_1_1_1_2_00000000000000000aba_0,13.95503426,1,234.2079773,chetco,2017,biscuit,2002,234.2079773,biscuit_chetco,4,3.75,17.80629373,45.16582346,1.060969025
42.109577,-124.0053394,1_1_1_1_1_1_1_1_2_000000000000000006ea_0,41.26493073,1,684.8817139,chetco,2017,biscuit,2002,684.8817139,biscuit_chetco,6,2.5,18.09465567,93.68554274,1.090224425
42.1096442,-123.9835813,1_1_1_1_1_1_1_1_2_00000000000000000279_0,4.495510101,1,68.89862061,chetco,2017,biscuit,2002,68.89862061,biscuit_chetco,2,7,-12.40138245,30.84541082,-0.8091678619
42.1097693,-124.0028422,1_1_1_1_1_1_1_1_2_00000000000000000bc9_0,31.65912056,1,377.0561829,chetco,2017,biscuit,2002,377.0561829,biscuit_chetco,6,2.5,20.00363461,39.9651374,1.679583987
42.1099231,-123.9783816,1_1_1_1_1_1_1_1_2_000000000000000009d0_0,34.34597778,1,538.390564,chetco,2017,biscuit,2002,538.390564,biscuit_chetco,5,3,14.47414618,73.47848005,0.923360455
42.1101416,-124.0000898,1_1_1_1_1_1_1_1_2_0000000000000000046e_0,5.430481911,1,227.5376892,chetco,2017,biscuit,2002,227.5376892,biscuit_chetco,2,7.5,13.4989624,106.60671,0.3221702576
42.1106156,-123.9799687,1_1_1_1_1_1_1_1_2_00000000000000000361_0,7.153648853,1,139.0377045,chetco,2017,biscuit,2002,139.0377045,biscuit_chetco,4,3.75,-12.62963295,42.88951087,-0.6498090029
42.1110015,-124.0130034,1_1_1_1_1_1_2_000000000000000009fd_0,29.14159775,1,688.5614014,chetco,2017,biscuit,2002,688.5614014,biscuit_chetco,3,5,59.0759023,186.891592,2.500236193
